Participant #,User ID,Normal Link,Debug Link,Position,Cluster,Problems,Comparison Type,V1 Metric,V2 Metric
20,UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_7,cc_python_16 + cc_python_25 + cc_python_19,mi_vs_logprob,mi,logprob
20,UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
20,UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_3,cc_python_7 + cc_python_29 + cc_python_0,mi_vs_tokens,mi,tokens
20,UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_tokens,mi,tokens
20,UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40,https://zzigak.github.io/refactor_study/?id=UD7B9F2D40&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,logprob_vs_tokens,logprob,tokens
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_tokens,mi,tokens
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_9,cc_python_8 + cc_python_10 + cc_python_20,logprob_vs_tokens,logprob,tokens
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,logprob_vs_tokens,logprob,tokens
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_3,cc_python_7 + cc_python_29 + cc_python_0,logprob_vs_tokens,logprob,tokens
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_8,cc_python_24 + cc_python_15 + cc_python_10,mi_vs_logprob,mi,logprob
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_logprob,mi,logprob
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,mi_vs_logprob,mi,logprob
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_5,cc_python_5 + cc_python_29 + cc_python_7,mi_vs_logprob,mi,logprob
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_7,cc_python_16 + cc_python_25 + cc_python_19,mi_vs_tokens,mi,tokens
21,UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58,https://zzigak.github.io/refactor_study/?id=UD9CBE4F58&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_4,cc_python_8 + cc_python_9 + cc_python_3,mi_vs_logprob,mi,logprob
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,logprob_vs_tokens,logprob,tokens
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_logprob,mi,logprob
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_6,cc_python_19 + cc_python_14 + cc_python_7,mi_vs_logprob,mi,logprob
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,logprob_vs_tokens,logprob,tokens
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_3,cc_python_16 + cc_python_19 + cc_python_23,mi_vs_logprob,mi,logprob
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,logprob_vs_tokens,logprob,tokens
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,mi_vs_tokens,mi,tokens
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
22,UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1,https://zzigak.github.io/refactor_study/?id=UDC61DE1A1&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,mi_vs_tokens,mi,tokens
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,logprob_vs_tokens,logprob,tokens
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,logprob_vs_tokens,logprob,tokens
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_9,cc_python_8 + cc_python_10 + cc_python_20,mi_vs_logprob,mi,logprob
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_8,cc_python_24 + cc_python_15 + cc_python_10,logprob_vs_tokens,logprob,tokens
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,logprob_vs_tokens,logprob,tokens
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_3,cc_python_6 + cc_python_21 + cc_python_9,mi_vs_logprob,mi,logprob
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,mi_vs_tokens,mi,tokens
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_7,cc_python_16 + cc_python_25 + cc_python_19,mi_vs_logprob,mi,logprob
23,UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC,https://zzigak.github.io/refactor_study/?id=UDCDB4BFAC&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,mi_vs_logprob,mi,logprob
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_logprob,mi,logprob
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,mi_vs_tokens,mi,tokens
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,mi_vs_logprob,mi,logprob
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,mi_vs_logprob,mi,logprob
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_8,cc_python_24 + cc_python_15 + cc_python_10,mi_vs_logprob,mi,logprob
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_3,cc_python_16 + cc_python_19 + cc_python_23,mi_vs_logprob,mi,logprob
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
24,UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19,https://zzigak.github.io/refactor_study/?id=UE064AED19&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_logprob,mi,logprob
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_9,cc_python_8 + cc_python_10 + cc_python_20,logprob_vs_tokens,logprob,tokens
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_5,cc_python_5 + cc_python_29 + cc_python_7,logprob_vs_tokens,logprob,tokens
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_tokens,mi,tokens
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,mi_vs_tokens,mi,tokens
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,logprob_vs_tokens,logprob,tokens
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_7,cc_python_16 + cc_python_25 + cc_python_19,mi_vs_tokens,mi,tokens
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_3,cc_python_7 + cc_python_29 + cc_python_0,logprob_vs_tokens,logprob,tokens
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_4,cc_python_8 + cc_python_9 + cc_python_3,logprob_vs_tokens,logprob,tokens
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,logprob_vs_tokens,logprob,tokens
25,UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4,https://zzigak.github.io/refactor_study/?id=UE2DBE7FC4&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_6,cc_python_19 + cc_python_14 + cc_python_7,mi_vs_logprob,mi,logprob
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,mi_vs_tokens,mi,tokens
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_tokens,mi,tokens
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,logprob_vs_tokens,logprob,tokens
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,mi_vs_tokens,mi,tokens
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_tokens,mi,tokens
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_tokens,mi,tokens
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_8,cc_python_24 + cc_python_15 + cc_python_10,mi_vs_logprob,mi,logprob
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,mi_vs_logprob,mi,logprob
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_3,cc_python_16 + cc_python_19 + cc_python_23,logprob_vs_tokens,logprob,tokens
26,UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19,https://zzigak.github.io/refactor_study/?id=UE4405AC19&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,logprob_vs_tokens,logprob,tokens
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,mi_vs_tokens,mi,tokens
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_tokens,mi,tokens
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_6,cc_python_12 + cc_python_2 + cc_python_11,logprob_vs_tokens,logprob,tokens
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_7,cc_python_16 + cc_python_25 + cc_python_19,mi_vs_tokens,mi,tokens
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_3,cc_python_7 + cc_python_29 + cc_python_0,logprob_vs_tokens,logprob,tokens
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_9,cc_python_8 + cc_python_10 + cc_python_20,logprob_vs_tokens,logprob,tokens
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_4,cc_python_28 + cc_python_4 + cc_python_11,mi_vs_tokens,mi,tokens
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_tokens,mi,tokens
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,mi_vs_logprob,mi,logprob
27,UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48,https://zzigak.github.io/refactor_study/?id=UFAB2DCB48&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,logprob_vs_tokens,logprob,tokens
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,mi_vs_tokens,mi,tokens
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_tokens,mi,tokens
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_4,cc_python_8 + cc_python_9 + cc_python_3,mi_vs_tokens,mi,tokens
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_logprob,mi,logprob
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_6,cc_python_19 + cc_python_14 + cc_python_7,mi_vs_tokens,mi,tokens
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,mi_vs_tokens,mi,tokens
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,logprob_vs_tokens,logprob,tokens
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_logprob,mi,logprob
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_3,cc_python_6 + cc_python_21 + cc_python_9,logprob_vs_tokens,logprob,tokens
28,UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E,https://zzigak.github.io/refactor_study/?id=UFCB50654E&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_5,cc_python_5 + cc_python_29 + cc_python_7,mi_vs_tokens,mi,tokens
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_6,cc_python_19 + cc_python_14 + cc_python_7,mi_vs_tokens,mi,tokens
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_9,cc_python_17 + cc_python_16 + cc_python_19,logprob_vs_tokens,logprob,tokens
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_4,cc_python_8 + cc_python_9 + cc_python_3,mi_vs_logprob,mi,logprob
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,4,cluster_5,cc_python_5 + cc_python_29 + cc_python_7,mi_vs_logprob,mi,logprob
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,5,cluster_2,cc_python_5 + cc_python_26 + cc_python_22,logprob_vs_tokens,logprob,tokens
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,6,cluster_0,cc_python_29 + cc_python_19 + cc_python_13,mi_vs_logprob,mi,logprob
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,7,cluster_8,cc_python_28 + cc_python_3 + cc_python_29,logprob_vs_tokens,logprob,tokens
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,8,cluster_3,cc_python_16 + cc_python_19 + cc_python_23,logprob_vs_tokens,logprob,tokens
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,9,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_tokens,mi,tokens
29,UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D,https://zzigak.github.io/refactor_study/?id=UFEAFF8E8D&debugKey=xR9mK2nP7qL4wZ8v,10,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_tokens,mi,tokens
30,UFF996DA39,https://zzigak.github.io/refactor_study/?id=UFF996DA39,https://zzigak.github.io/refactor_study/?id=UFF996DA39&debugKey=xR9mK2nP7qL4wZ8v,1,cluster_5,cc_python_28 + cc_python_1 + cc_python_19,mi_vs_tokens,mi,tokens
30,UFF996DA39,https://zzigak.github.io/refactor_study/?id=UFF996DA39,https://zzigak.github.io/refactor_study/?id=UFF996DA39&debugKey=xR9mK2nP7qL4wZ8v,2,cluster_7,cc_python_11 + cc_python_10 + cc_python_27,mi_vs_tokens,mi,tokens
30,UFF996DA39,https://zzigak.github.io/refactor_study/?id=UFF996DA39,https://zzigak.github.io/refactor_study/?id=UFF996DA39&debugKey=xR9mK2nP7qL4wZ8v,3,cluster_1,cc_python_2 + cc_python_27 + cc_python_5,mi_vs_tokens,mi,tokens
